Depth (m),qc (MPa)
62.28,15.0680
62.3,15.4380
62.32,15.5710
62.34,15.9920
62.36,16.7220
62.38,16.9930
62.4,17.6540
62.42,18.0710
62.44,18.1010
62.46,17.8580
62.48,17.6760
62.5,17.1510
62.52,16.6960
62.54,16.4020
62.56,16.3780
62.58,16.3210
62.6,16.5200
62.62,17.0980
62.64,17.5160
62.66,17.6140
62.68,17.1410
62.7,14.9090
62.72,12.9790
62.74,9.7050
62.76,8.1120
62.78,7.7400
62.8,7.9130
62.82,8.7020
62.84,9.5430
62.86,10.5480
62.88,11.5510
62.9,11.8610
62.92,11.5440
62.94,11.4170
62.96,11.6000
62.98,11.5820
63,11.1350
63.02,10.6680
63.04,10.6200
63.06,10.6710
63.08,10.7050
63.1,10.6350
63.12,9.6380
63.14,8.8020
63.16,7.1930
63.18,5.9970
63.2,5.9930
63.22,5.9880
63.24,5.9840
63.26,6.9510
63.28,7.9190
63.3,9.3020
63.32,9.5260
63.34,9.3790
63.36,9.2030
63.38,8.9230
63.4,8.7010
63.42,8.9140
63.44,9.2110
63.46,9.6620
63.48,10.3720
63.5,10.5350
63.52,10.3850
63.54,10.8880
63.56,11.2900
63.58,11.2590
63.6,11.1880
63.62,10.5960
63.64,10.1140
63.66,8.1850
63.68,6.8840
63.7,4.8490
63.72,3.3780
63.74,2.5460
63.76,2.4400
63.78,2.4330
63.8,2.7130
63.82,3.1930
63.84,4.0560
63.86,4.6440
63.88,5.9770
63.9,7.0600
63.92,8.1230
63.94,9.3040
63.96,9.6940
63.98,9.4430
64,9.2570
64.02,9.7090
64.04,10.4010
64.06,11.0840
64.08,11.6370
64.1,13.0910
64.12,13.9340
64.14,15.5860
64.16,17.2830
64.18,17.5040
64.2,17.3470
64.22,7.3380
64.24,9.6350
64.26,11.5710
64.28,13.1190
64.3,14.1680
64.32,14.6840
64.34,15.1350
64.36,15.8450
64.38,16.5920
64.4,17.0600
64.42,17.2670
64.44,17.1900
64.46,16.9720
64.48,16.6460
64.5,16.1730
64.52,15.9420
64.54,15.6270
64.56,15.3760
64.58,15.3270
64.6,14.6940
64.62,14.3130
64.64,13.9960
64.66,13.3860
64.68,12.6730
64.7,11.6200
64.72,10.5690
64.74,10.0300
64.76,8.3440
64.78,7.9210
64.8,7.0720
64.82,6.1110
64.84,5.2310
64.86,4.6390
64.88,3.8540
64.9,3.5950
64.92,3.4410
64.94,3.2990
64.96,3.2570
64.98,3.4710
65,3.8890
65.02,4.1500
65.04,3.9340
65.06,3.8230
65.08,3.7120
65.1,3.6020
65.12,3.7160
65.14,3.8350
65.16,4.2640
65.18,4.6570
65.2,5.0970
65.22,4.8590
65.24,4.6250
65.26,4.3520
65.28,4.2740
65.3,4.1970
65.32,4.1190
65.34,3.7810
65.36,3.8320
65.38,3.4340
65.4,3.1640
65.42,3.1130
65.44,3.0620
65.46,3.0110
65.48,2.8870
65.5,2.9080
65.52,3.0180
65.54,3.0600
65.56,2.9730
65.58,2.8820
65.6,2.9120
65.62,2.9130
65.64,3.4210
65.66,3.8690
65.68,3.9220
65.7,3.6840
65.72,3.6530
65.74,3.6210
65.76,3.5900
65.78,3.6860
65.8,3.9640
65.82,4.5540
65.84,7.1100
65.86,10.1340
65.88,13.3500
65.9,16.8100
65.92,19.1770
65.94,21.2820
65.96,22.3160
65.98,23.7450
66,26.3410
66.02,27.6660
66.04,29.4480
66.06,31.1310
66.08,32.2100
66.1,33.6410
66.12,34.7460
66.14,35.5620
66.16,35.7260
66.18,33.9720
66.2,33.7190
66.22,33.4660
66.24,33.2130
66.26,34.4920
66.28,36.9260
66.3,38.0940
66.32,39.1680
66.34,39.5250
66.36,40.6470
66.38,42.0190
66.4,43.5240
66.42,45.4530
66.44,46.5760
66.46,48.3610
66.48,
66.5,
66.52,
66.54,
66.56,
66.58,
66.6,
66.62,1.1900
66.64,7.8670
66.66,19.9230
66.68,24.8380
66.7,24.7080
66.72,24.4460
66.74,24.1850
66.76,23.9230
66.78,25.8020
66.8,27.8070
66.82,28.4460
66.84,29.6250
66.86,30.4550
66.88,33.0950
66.9,34.9800
66.92,37.1730
66.94,38.4070
66.96,40.4320
66.98,43.0220
67,44.8730
67.02,46.5920
67.04,47.6520
67.06,48.9180
67.08,50.6890
67.1,51.8850
67.12,52.3930
67.14,52.8050
67.16,53.3600
67.18,53.8270
67.2,51.1090
67.22,46.6820
67.24,44.5950
67.26,39.8630
67.28,37.4010
67.3,34.5720
67.32,33.5850
67.34,33.6160
67.36,35.9800
67.38,36.6390
67.4,36.8710
67.42,35.8150
67.44,33.3980
67.46,28.6690
67.48,27.2880
67.5,25.9080
67.52,25.7530
67.54,25.5980
67.56,25.4430
67.58,27.6320
67.6,28.4710
67.62,27.4340
67.64,26.9890
67.66,26.4300
67.68,25.4040
67.7,24.7490
67.72,24.5690
67.74,24.4270
67.76,24.1150
67.78,24.0500
67.8,24.4050
67.82,23.9900
67.84,22.9790
67.86,21.1560
67.88,20.3670
67.9,20.8730
67.92,21.5700
67.94,22.9430
67.96,24.4710
67.98,25.3120
68,26.0660
68.02,26.3930
68.04,26.0230
68.06,25.3920
68.08,24.7300
68.1,25.1230
68.12,25.5170
68.14,25.9110
68.16,27.6810
68.18,28.3930
68.2,28.7740
68.22,29.9000
68.24,30.7650
68.26,32.8370
68.28,34.2050
68.3,35.5130
68.32,36.2680
68.34,37.5020
68.36,37.8940
68.38,37.9250
68.4,37.2540
68.42,36.5140
68.44,35.3340
68.46,34.8140
68.48,33.7000
68.5,33.9770
68.52,35.1860
68.54,35.7630
68.56,36.1450
68.58,36.6060
68.6,36.4120
68.62,36.2100
68.64,35.5330
68.66,31.7610
68.68,26.9510
68.7,24.0930
68.72,
68.74,
68.76,
68.78,
68.8,
68.82,
68.84,
68.86,
68.88,
68.9,
68.92,5.8580
68.94,6.9090
68.96,9.4030
68.98,14.8270
69,22.2540
69.02,26.3790
69.04,29.9970
69.06,31.4370
69.08,33.5520
69.1,34.6750
69.12,36.7020
69.14,39.4570
69.16,41.1280
69.18,43.5740
69.2,44.8010
69.22,45.6700
69.24,46.7060
69.26,47.3990
69.28,47.5090
69.3,47.2850
69.32,47.0110
69.34,46.5510
69.36,45.6560
69.38,44.6910
69.4,41.9410
69.42,41.6750
69.44,41.4080
69.46,41.1420
69.48,41.6040
69.5,42.6830
69.52,43.0200
69.54,41.5080
69.56,38.9290
69.58,28.6730
69.6,17.4100
69.62,
69.64,
69.66,
69.68,
69.7,
69.72,
69.74,
69.76,
69.78,
69.8,
69.82,4.7100
69.84,5.4820
69.86,6.0390
69.88,7.3170
69.9,9.1520
69.92,10.6240
69.94,13.3200
69.96,15.0940
69.98,16.9360
70,17.9100
70.02,18.0640
70.04,17.8090
70.06,17.7170
70.08,16.7770
70.1,13.1140
70.12,9.3040
70.14,7.2520
70.16,5.4510
70.18,4.0840
70.2,3.9430
70.22,3.8010
70.24,3.6600
70.26,4.0720
70.28,4.0980
70.3,4.8390
70.32,5.5800
70.34,6.3200
70.36,7.8530
70.38,7.8960
70.4,6.6500
70.42,5.0930
70.44,3.3460
70.46,3.3010
70.48,3.2560
70.5,3.2110
70.52,3.5010
70.54,4.2310
70.56,6.3420
70.58,10.6840
70.6,13.6790
70.62,16.7020
70.64,18.4470
70.66,19.8730
70.68,20.5860
70.7,19.7260
70.72,18.9300
70.74,17.1670
70.76,14.4410
70.78,10.4290
70.8,8.4800
70.82,6.9200
70.84,5.6540
70.86,5.0030
70.88,4.8060
70.9,4.9940
70.92,5.0910
70.94,5.2230
70.96,4.9000
70.98,4.6970
71,4.5080
71.02,4.6330
71.04,5.3780
71.06,6.4990
71.08,7.5930
71.1,8.3650
71.12,8.4160
71.14,8.2670
71.16,7.7640
71.18,7.6960
71.2,7.6720
71.22,7.5670
71.24,7.4930
71.26,7.4000
71.28,7.4440
71.3,7.4980
71.32,7.6140
71.34,7.5370
71.36,7.0630
71.38,6.8290
71.4,6.4120
71.42,6.0570
71.44,5.7020
71.46,5.5400
71.48,5.5930
71.5,5.5360
71.52,5.6980
71.54,6.0200
71.56,6.0620
71.58,5.9920
71.6,6.2660
71.62,7.6860
71.64,7.9820
71.66,7.9040
71.68,7.8260
71.7,7.7490
71.72,9.4560
71.74,9.9520
71.76,10.0700
71.78,9.7500
71.8,9.0480
71.82,7.1430
71.84,5.6480
71.86,5.1220
71.88,4.5970
71.9,4.4860
71.92,4.3740
71.94,4.2620
71.96,4.7930
71.98,4.9180
72,4.7340
72.02,5.1750
72.04,5.5020
72.06,5.5770
72.08,5.3020
72.1,5.0050
72.12,4.5690
72.14,4.1270
72.16,3.9390
72.18,3.8980
72.2,4.0630
72.22,3.9880
72.24,4.4690
72.26,5.1920
72.28,4.6380
72.3,4.3510
72.32,4.3090
72.34,4.2670
72.36,4.2240
72.38,4.6430
72.4,4.7060
72.42,4.0090
72.44,3.7220
72.46,3.3820
72.48,3.3650
72.5,3.3160
72.52,3.2800
72.54,3.3180
72.56,3.3780
72.58,3.3860
72.6,3.5760
72.62,1.7460
72.64,2.0140
72.66,2.1600
72.68,2.2440
72.7,2.3120
72.72,2.4370
72.74,3.2430
72.76,3.6620
72.78,3.9450
72.8,3.7870
72.82,3.6580
72.84,3.5290
72.86,3.3990
72.88,3.9110
72.9,4.0790
72.92,4.7260
72.94,5.1660
72.96,4.6010
72.98,4.5820
73,4.5630
73.02,4.5440
73.04,4.8870
73.06,4.7800
73.08,4.5930
73.1,4.7350
73.12,5.9220
73.14,6.7170
73.16,6.4190
73.18,4.5540
73.2,4.4360
73.22,4.3190
73.24,4.2010
73.26,4.4050
73.28,4.6100
73.3,4.8140
73.32,5.6180
73.34,6.6530
73.36,7.7400
73.38,8.4220
73.4,7.4300
73.42,7.4220
73.44,7.4140
73.46,7.4060
73.48,6.5390
73.5,6.3020
73.52,6.0650
73.54,5.8280
73.56,6.1160
73.58,7.0570
73.6,10.1120
73.62,15.7120
73.64,17.9220
73.66,20.5210
73.68,21.3280
73.7,21.5590
73.72,20.5290
73.74,18.1370
73.76,15.9960
73.78,14.1350
73.8,13.0040
73.82,13.0020
73.84,13.0010
73.86,12.9990
73.88,15.3770
73.9,19.4660
73.92,21.2250
73.94,22.0530
73.96,22.7280
73.98,23.2100
74,23.8750
74.02,24.1360
74.04,23.3270
74.06,22.7060
74.08,22.0850
74.1,21.4640
74.12,21.6320
74.14,21.9830
74.16,21.7420
74.18,21.4620
74.2,22.2370
74.22,25.2120
74.24,28.4290
74.26,31.0680
74.28,34.9560
74.3,36.9330
74.32,38.0080
74.34,40.2180
74.36,41.7470
74.38,42.9430
74.4,43.7850
74.42,45.1460
74.44,45.8140
74.46,46.7500
74.48,46.9350
74.5,47.3600
74.52,47.1360
74.54,46.6760
74.56,46.0420
74.58,43.9230
74.6,42.8460
74.62,38.2320
74.64,35.1790
74.66,32.1260
74.68,32.0100
74.7,31.8950
74.72,31.7790
74.74,35.7730
74.76,37.6340
74.78,39.1540
74.8,40.4190
74.82,41.3900
74.84,42.3260
74.86,43.3590
74.88,44.3100
74.9,45.2650
74.92,
74.94,
74.96,
74.98,
75,
75.02,
75.04,
75.06,
75.08,
75.1,
75.12,4.6240
75.14,12.5380
75.16,30.5780
75.18,39.5980
75.2,41.5160
75.22,42.2920
75.24,44.4200
75.26,46.6710
75.28,48.7610
75.3,50.9740
75.32,51.7730
75.34,53.1870
75.36,55.2850
75.38,56.8130
75.4,58.2110
75.42,59.8220
75.44,63.6260
75.46,65.4360
75.48,67.7660
75.5,
75.52,
75.54,
75.56,
75.58,
75.6,
75.62,10.7040
75.64,26.3880
75.66,28.8120
75.68,36.8870
75.7,39.6470
75.72,42.9030
75.74,45.3600
75.76,48.1020
75.78,49.9640
75.8,52.3660
75.82,54.4130
75.84,57.3530
75.86,59.1400
75.88,
75.9,
75.92,
75.94,
75.96,
75.98,
76,
76.02,
76.04,
76.06,
76.08,
76.1,
76.12,14.9600
76.14,29.0780
76.16,37.8080
76.18,41.4140
76.2,43.6540
76.22,44.4750
76.24,46.2890
76.26,47.6430
76.28,48.7280
76.3,50.1250
76.32,51.2670
76.34,54.4500
76.36,56.4610
76.38,57.9300
76.4,57.9040
76.42,58.1500
76.44,59.1900
76.46,58.5250
76.48,55.8410
76.5,54.1970
76.52,51.2550
76.54,50.0530
76.56,46.5190
76.58,40.0340
76.6,35.6620
76.62,34.4000
76.64,32.6610
76.66,32.1360
76.68,32.5340
76.7,32.9280
76.72,33.3390
76.74,33.7860
76.76,33.2600
76.78,33.8430
76.8,33.1820
76.82,30.7790
76.84,30.0010
76.86,28.8820
76.88,28.2410
76.9,27.2690
76.92,26.2270
76.94,26.1260
76.96,26.8460
76.98,27.6270
77,27.9760
77.02,27.8270
77.04,26.9890
77.06,26.4690
77.08,26.3260
77.1,25.8960
77.12,25.7010
77.14,25.4870
77.16,25.3340
77.18,25.3210
77.2,25.4060
77.22,25.3930
77.24,25.1540
77.26,24.7510
77.28,24.2660
77.3,23.9360
77.32,23.8930
77.34,23.7300
77.36,23.4470
77.38,23.2220
77.4,23.0130
77.42,22.7630
77.44,23.1600
77.46,23.3060
77.48,23.7900
77.5,23.6400
77.52,22.6670
77.54,22.5760
77.56,22.9750
77.58,23.2640
77.6,22.9490
77.62,22.9450
77.64,23.2780
77.66,23.1930
77.68,23.2300
77.7,22.7720
77.72,22.3670
77.74,22.4730
77.76,22.5380
77.78,22.6180
77.8,22.6780
77.82,23.0560
77.84,23.6610
77.86,24.1400
77.88,24.1380
77.9,24.6050
77.92,24.8040
77.94,24.7170
77.96,24.3850
77.98,23.4640
78,22.6770
78.02,21.7280
78.04,21.3650
78.06,20.6960
78.08,19.9650
78.1,18.1380
78.12,16.6460
78.14,15.1100
78.16,14.1560
78.18,14.0060
78.2,14.0480
78.22,15.1950
78.24,15.6110
78.26,15.9450
78.28,16.4390
78.3,16.7900
78.32,16.9010
78.34,16.2130
78.36,15.7940
78.38,15.1790
78.4,13.8210
78.42,13.2620
78.44,11.3650
78.46,10.0350
78.48,7.5150
78.5,6.8170
78.52,6.6980
78.54,6.5780
78.56,6.4590
78.58,7.1330
78.6,7.8070
78.62,8.4800
78.64,10.1350
78.66,11.3330
78.68,10.9490
78.7,11.1950
78.72,11.4410
78.74,11.6870
78.76,12.4370
78.78,11.2520
78.8,10.5590
78.82,2.9780
78.84,3.0480
78.86,3.9940
78.88,4.5700
78.9,5.5160
78.92,6.2870
78.94,6.9790
78.96,7.4540
78.98,8.9830
79,9.7410
79.02,11.4740
79.04,11.3440
79.06,8.6990
79.08,7.2380
79.1,5.0410
79.12,4.5870
79.14,3.9950
79.16,3.8510
79.18,3.7070
79.2,3.5620
79.22,3.5540
79.24,3.4790
79.26,3.5150
79.28,3.7440
79.3,3.8130
79.32,3.7580
79.34,3.3480
79.36,3.1310
79.38,3.0170
79.4,2.9950
79.42,2.9320
79.44,2.8680
79.46,3.0090
79.48,3.0800
79.5,3.3730
79.52,3.7380
79.54,4.2170
79.56,4.4480
79.58,5.4010
79.6,5.8480
79.62,5.8540
79.64,5.3020
79.66,4.7870
79.68,4.4080
79.7,4.0280
79.72,3.9040
79.74,3.7790
79.76,3.6550
79.78,3.7820
79.8,3.8710
79.82,4.0020
79.84,3.6390
79.86,3.5640
79.88,3.4890
79.9,3.4150
79.92,3.5110
79.94,3.5470
79.96,3.4660
79.98,3.4800
80,3.4940
80.02,3.5080
80.04,3.3180
80.06,3.0080
80.08,2.9680
80.1,2.9280
80.12,2.8880
80.14,2.7880
80.16,2.7900
80.18,2.7380
80.2,2.7830
80.22,2.7740
80.24,2.7460
80.26,2.7940
80.28,2.6770
80.3,2.7630
80.32,2.8350
80.34,2.7620
80.36,2.6830
80.38,2.6540
80.4,2.7370
80.42,2.8180
80.44,2.7500
80.46,2.8610
80.48,2.9670
80.5,2.8870
80.52,2.8440
80.54,2.7310
80.56,2.6540
80.58,2.5380
80.6,2.5270
80.62,2.4550
80.64,2.3760
80.66,2.3710
80.68,2.3880
80.7,2.4240
80.72,2.4410
80.74,2.4410
80.76,2.4130
80.78,2.3710
80.8,2.3420
80.82,2.3750
80.84,2.3560
80.86,2.3120
80.88,2.4070
80.9,2.6830
80.92,3.1700
80.94,3.1840
80.96,2.9800
80.98,2.5500
81,2.5260
81.02,2.5450
81.04,2.6120
81.06,2.6450
81.08,2.6260
81.1,2.6170
81.12,2.5780
81.14,2.5720
81.16,2.5350
81.18,2.4660
81.2,2.4740
81.22,2.4680
81.24,2.5310
81.26,2.5090
81.28,2.4860
81.3,2.4290
81.32,2.4640
81.34,2.4670
81.36,2.4880
81.38,2.5230
81.4,2.5330
81.42,0.9990
81.44,1.0310
81.46,1.0550
81.48,1.0920
81.5,1.1090
81.52,1.1660
81.54,1.2050
81.56,1.2680
81.58,1.3060
81.6,1.3690
81.62,1.4440
81.64,1.5180
81.66,1.6520
81.68,1.8930
81.7,2.3060
81.72,2.5130
81.74,2.6220
81.76,2.6160
81.78,2.7890
81.8,3.1680
81.82,3.3240
81.84,3.2390
81.86,3.1540
81.88,3.0690
81.9,3.1660
81.92,3.0280
81.94,2.7260
81.96,2.5730
81.98,2.4890
82,2.4010
82.02,2.4440
82.04,2.4640
82.06,2.4510
82.08,2.4110
82.1,2.4210
82.12,2.3860
82.14,2.3180
82.16,2.2370
82.18,2.2690
82.2,2.3950
82.22,2.4810
82.24,2.5770
82.26,2.6090
82.28,2.6130
82.3,2.6890
82.32,2.8600
82.34,2.9280
82.36,2.9360
82.38,2.8940
82.4,2.9290
82.42,2.8180
82.44,2.7160
82.46,2.7020
82.48,2.6830
82.5,2.6800
82.52,2.7010
82.54,2.6970
82.56,2.6590
82.58,2.6810
82.6,2.6890
82.62,2.7420
82.64,2.7200
82.66,2.6970
82.68,2.7040
82.7,2.6610
82.72,2.6520
82.74,2.6110
82.76,2.5900
82.78,2.6130
82.8,2.6750
82.82,2.8690
82.84,3.1390
82.86,3.1380
82.88,3.0150
82.9,3.0000
82.92,2.9920
82.94,2.9510
82.96,2.8530
82.98,2.8840
83,2.8640
83.02,2.8060
83.04,2.7860
83.06,2.7640
83.08,2.6840
83.1,2.5910
83.12,2.4830
83.14,2.3410
83.16,2.2410
83.18,2.2030
83.2,2.2110
83.22,2.2890
83.24,2.3830
83.26,2.6910
83.28,2.6160
83.3,2.6420
83.32,3.0010
83.34,3.5010
83.36,5.3130
83.38,8.4020
83.4,10.2620
83.42,11.3340
83.44,12.0470
83.46,12.3320
83.48,12.7590
83.5,13.3320
83.52,14.1830
83.54,15.8700
83.56,16.9690
83.58,17.4680
83.6,17.6500
83.62,17.6600
83.64,17.4830
83.66,16.1000
83.68,12.6200
83.7,9.1540
83.72,8.6520
83.74,8.5250
83.76,8.3990
83.78,8.2720
83.8,8.2490
83.82,7.5800
83.84,5.3470
83.86,5.2160
83.88,5.0860
83.9,4.9550
83.92,6.8300
83.94,10.0720
83.96,12.9810
83.98,14.1300
84,14.6080
84.02,15.1500
84.04,17.6250
84.06,19.2930
84.08,21.0040
84.1,20.5450
84.12,6.0470
84.14,7.0970
84.16,8.9940
84.18,10.1030
84.2,10.2190
84.22,10.3360
84.24,10.4520
84.26,11.0050
84.28,14.9850
84.3,17.8080
84.32,19.6230
84.34,20.4050
84.36,21.1230
84.38,22.4770
84.4,24.0760
84.42,24.9730
84.44,24.4690
84.46,23.8030
84.48,23.1290
84.5,21.3100
84.52,20.1130
84.54,19.8470
84.56,19.5810
84.58,19.3150
84.6,21.3030
84.62,25.2850
84.64,26.1460
84.66,26.1610
84.68,24.9370
84.7,22.6220
84.72,21.8620
84.74,21.1020
84.76,20.3420
84.78,20.3620
84.8,20.6360
84.82,21.2950
84.84,21.6970
84.86,21.8400
84.88,22.6300
84.9,23.2620
84.92,23.7350
84.94,23.8080
84.96,23.1760
84.98,21.9190
85,18.9190
85.02,16.0580
85.04,15.8820
85.06,15.7060
85.08,15.5310
85.1,16.6530
85.12,17.7760
85.14,21.9330
85.16,24.5980
85.18,26.5890
85.2,27.8680
85.22,28.9700
85.24,30.2840
85.26,31.3720
85.28,31.9320
85.3,32.8220
85.32,33.3990
85.34,33.3020
85.36,32.8510
85.38,32.1960
85.4,31.3730
85.42,30.9020
85.44,30.3570
85.46,29.9390
85.48,29.1730
85.5,29.3680
85.52,29.5290
85.54,29.6800
85.56,30.1440
85.58,31.1480
85.6,31.8490
85.62,32.6080
85.64,33.0890
85.66,33.7190
85.68,33.9080
85.7,33.7630
85.72,33.5750
85.74,33.2820
85.76,32.4890
85.78,31.3930
85.8,27.6160
85.82,23.0860
85.84,22.5690
85.86,22.0520
85.88,21.5350
85.9,22.3880
85.92,23.7850
85.94,24.1750
85.96,25.0720
85.98,25.4650
86,25.6630
86.02,25.5320
86.04,25.4340
86.06,23.3130
86.08,21.1460
86.1,20.3100
86.12,19.4750
86.14,18.6390
86.16,19.2870
86.18,20.1580
86.2,20.5640
86.22,20.7950
86.24,20.7730
86.26,21.5580
86.28,22.1050
86.3,23.7250
86.32,24.2720
86.34,25.0950
86.36,24.8370
86.38,24.7360
86.4,24.4850
86.42,24.4970
86.44,25.0070
86.46,26.1860
86.48,26.1910
86.5,25.6050
86.52,25.7120
86.54,26.4050
86.56,27.0270
86.58,27.6390
86.6,27.9380
86.62,26.8280
86.64,25.3620
86.66,23.5290
86.68,22.1070
86.7,21.2400
86.72,21.9660
86.74,23.4000
86.76,23.1300
86.78,22.2530
86.8,18.9050
86.82,17.1130
86.84,16.2910
86.86,16.1260
86.88,15.9600
86.9,15.7950
86.92,1.7790
86.94,2.3460
86.96,2.9440
86.98,3.8070
87,4.8680
87.02,6.1900
87.04,7.8890
87.06,9.4280
87.08,10.3450
87.1,11.3550
87.12,11.9520
87.14,12.3560
87.16,12.5340
87.18,12.7880
87.2,12.8440
87.22,12.7900
87.24,12.7330
87.26,12.6880
87.28,12.7680
87.3,12.7210
87.32,12.5620
87.34,12.4480
87.36,12.4490
87.38,12.6030
87.4,12.8680
87.42,13.1630
87.44,13.4030
87.46,13.4600
87.48,13.4730
87.5,13.3900
87.52,13.0970
87.54,12.7710
87.56,12.6120
87.58,12.4220
87.6,12.2780
87.62,12.1460
87.64,11.9900
87.66,12.0520
87.68,12.1240
87.7,12.2910
87.72,12.3320
87.74,12.3320
87.76,12.3070
87.78,12.4290
87.8,12.4400
87.82,12.5830
87.84,12.6580
87.86,12.7480
87.88,12.8860
87.9,13.0730
87.92,13.2180
87.94,13.3130
87.96,13.3270
87.98,13.3580
88,13.2390
88.02,13.0910
88.04,13.0360
88.06,13.1970
88.08,13.4880
88.1,13.6530
88.12,13.7530
88.14,13.6760
88.16,13.5520
88.18,13.4590
88.2,13.4200
88.22,13.3040
88.24,13.2990
88.26,13.3180
88.28,13.2940
88.3,13.3630
88.32,13.4470
88.34,13.5180
88.36,13.6880
88.38,13.8880
88.4,14.0260
88.42,14.1230
88.44,14.1570
88.46,14.3290
88.48,14.3610
88.5,14.7470
88.52,15.0560
88.54,15.2880
88.56,15.2340
88.58,15.0000
88.6,14.8290
88.62,14.6360
88.64,14.4440
88.66,14.4380
88.68,14.6090
88.7,14.7690
88.72,14.8860
88.74,15.0530
88.76,15.2560
88.78,15.4700
88.8,15.6410
88.82,15.8550
88.84,16.2240
88.86,16.4890
88.88,16.6650
88.9,16.3500
88.92,15.9140
88.94,15.7050
88.96,15.8250
88.98,15.9790
89,16.4440
89.02,16.6950
89.04,16.9720
89.06,17.0340
89.08,17.0070
89.1,17.0040
89.12,16.9020
89.14,14.8030
89.16,13.6600
89.18,13.1650
89.2,12.6710
89.22,12.1760
89.24,13.4030
89.26,13.1810
89.28,11.8050
89.3,11.5480
89.32,11.2900
89.34,11.0330
89.36,14.5700
89.38,15.2330
89.4,15.8620
89.42,16.7720
89.44,18.1580
89.46,16.1830
89.48,11.0990
89.5,8.7190
89.52,1.5010
89.54,2.1050
89.56,2.3180
89.58,2.5300
89.6,2.7430
89.62,5.6920
89.64,9.9100
89.66,11.5790
89.68,12.7480
89.7,12.6920
89.72,10.7710
89.74,8.9210
89.76,6.1340
89.78,5.6740
89.8,5.5780
89.82,5.4820
89.84,5.3860
89.86,5.6430
89.88,6.1370
89.9,6.4180
89.92,5.9740
89.94,4.7870
89.96,4.5870
89.98,4.3860
90,4.1850
90.02,4.2220
90.04,4.5890
90.06,4.4570
90.08,4.5150
90.1,4.5730
90.12,4.6300
90.14,4.9300
90.16,7.2210
90.18,8.3330
90.2,8.6690
90.22,8.4580
90.24,8.0720
90.26,7.6870
90.28,7.7670
90.3,7.8480
90.32,7.9290
90.34,11.6610
90.36,13.5940
90.38,14.7860
90.4,14.4200
90.42,13.5150
90.44,11.6210
90.46,11.4770
90.48,11.3330
90.5,11.1890
90.52,12.8690
90.54,14.2710
90.56,13.4340
90.58,13.0470
90.6,12.6740
90.62,12.3800
90.64,12.6460
90.66,12.7530
90.68,9.8730
90.7,6.4870
90.72,4.9760
90.74,4.7820
90.76,4.7820
90.78,4.7820
90.8,4.7820
90.82,4.9480
90.84,5.6170
90.86,5.9590
90.88,5.7360
90.9,5.9040
90.92,8.9750
90.94,11.5950
90.96,12.7060
90.98,15.7710
91,19.1480
91.02,22.8310
91.04,24.3850
91.06,24.7730
91.08,23.9830
91.1,22.0540
91.12,19.1320
91.14,18.1950
91.16,18.2580
91.18,18.3210
91.2,18.3840
91.22,19.3290
91.24,21.2430
91.26,22.9810
91.28,24.4770
91.3,25.9870
91.32,27.0260
91.34,27.6240
91.36,28.4180
91.38,27.8920
91.4,26.8210
91.42,24.8130
91.44,24.4890
91.46,24.1640
91.48,23.8400
91.5,24.4060
91.52,26.4510
91.54,27.4990
91.56,27.6730
91.58,26.4160
91.6,23.2100
91.62,16.3930
91.64,15.5260
91.66,15.3640
91.68,15.2020
91.7,15.0400
91.72,18.3820
91.74,19.3530
91.76,19.1370
91.78,18.9420
91.8,18.7470
91.82,18.5520
91.84,16.5810
91.86,13.8420
91.88,13.5010
91.9,13.1590
91.92,12.8180
91.94,13.0250
91.96,11.4120
91.98,9.5570
92,9.3550
92.02,9.1540
92.04,8.9530
92.06,10.0010
92.08,13.0960
92.1,15.3340
92.12,16.8540
92.14,18.2410
92.16,19.4950
92.18,20.0220
92.2,19.9350
92.22,18.9570
92.24,18.0470
92.26,19.5680
92.28,21.0370
92.3,22.3580
92.32,2.6050
92.34,2.9560
92.36,3.9380
92.38,6.7490
92.4,8.7530
92.42,11.4730
92.44,14.5410
92.46,17.0650
92.48,19.9410
92.5,21.5220
92.52,22.8630
92.54,24.2790
92.56,24.4300
92.58,23.9570
92.6,23.2620
92.62,22.0840
92.64,20.6920
92.66,18.5420
92.68,18.3190
92.7,18.0970
92.72,17.8750
92.74,17.8270
92.76,17.2740
92.78,17.6540
92.8,19.4720
92.82,21.8020
92.84,21.3120
92.86,17.0200
92.88,16.3970
92.9,15.7750
92.92,15.1530
92.94,21.3140
92.96,23.9310
92.98,24.5200
93,24.8600
93.02,24.4990
93.04,24.1300
93.06,23.2240
93.08,22.2110
93.1,20.9030
93.12,19.1970
93.14,18.1130
93.16,17.1540
93.18,16.3950
93.2,15.7900
93.22,16.2520
93.24,18.3920
93.26,20.4100
93.28,20.8660
93.3,20.0310
93.32,18.1840
93.34,15.0680
93.36,14.8570
93.38,14.6460
93.4,14.4360
93.42,17.0670
93.44,19.8480
93.46,21.7230
93.48,23.6830
93.5,25.0510
93.52,25.6690
93.54,25.7040
93.56,25.4320
93.58,24.8150
93.6,24.1360
93.62,22.7230
93.64,19.2270
93.66,13.9720
93.68,13.6230
93.7,13.2740
93.72,12.9250
93.74,14.1230
93.76,18.3590
93.78,21.5790
93.8,24.6880
93.82,26.3650
93.84,28.4190
93.86,29.1290
93.88,29.3900
93.9,29.1870
93.92,29.2600
93.94,29.8380
93.96,30.4460
