Depth (m),qc (MPa)
31.2,12.4588
31.22,11.7750
31.24,11.1698
31.26,10.7838
31.28,10.2965
31.3,9.9193
31.32,9.8866
31.34,10.0776
31.36,10.5254
31.38,10.9277
31.4,11.5044
31.42,11.8419
31.44,11.7674
31.46,11.4761
31.48,10.9096
31.5,10.0974
31.52,9.0176
31.54,7.9660
31.56,6.7654
31.58,5.6411
31.6,3.7388
31.62,3.3504
31.64,2.8241
31.66,2.3757
31.68,2.1624
31.7,1.8805
31.72,2.1926
31.74,3.8825
31.76,5.8654
31.78,5.9079
31.8,6.4555
31.82,8.8374
31.84,10.1120
31.86,10.3227
31.88,10.8784
31.9,10.6563
31.92,10.6984
31.94,10.5164
31.96,10.3639
31.98,10.5106
32,10.8555
32.02,11.1343
32.04,11.0759
32.06,10.3152
32.08,10.1398
32.1,10.0950
32.12,10.3170
32.14,10.7569
32.16,11.6394
32.18,12.1306
32.2,12.2939
32.22,11.9504
32.24,11.1361
32.26,10.4735
32.28,10.7495
32.3,10.9696
32.32,11.8558
32.34,13.6757
32.36,14.5216
32.38,14.5387
32.4,14.1548
32.42,14.0021
32.44,14.2745
32.46,14.2529
32.48,14.0000
32.5,13.3083
32.52,12.7043
32.54,12.7510
32.56,12.8002
32.58,12.8028
32.6,12.6542
32.62,12.1988
32.64,11.7952
32.66,11.3177
32.68,11.3307
32.7,11.5189
32.72,12.0346
32.74,12.7093
32.76,13.2652
32.78,13.9635
32.8,14.6227
32.82,14.6228
32.84,14.6257
32.86,14.5516
32.88,14.4927
32.9,14.4079
32.92,13.9834
32.94,13.8081
32.96,13.1611
32.98,12.6283
33,12.5760
33.02,13.4674
33.04,13.5466
33.06,13.9146
33.08,14.2428
33.1,14.5337
33.12,15.1217
33.14,15.4861
33.16,15.5538
33.18,15.1363
33.2,14.4717
33.22,13.9522
33.24,13.5294
33.26,13.0211
33.28,12.9384
33.3,12.6395
33.32,12.4546
33.34,11.9830
33.36,11.5052
33.38,11.5173
33.4,0.0000
33.42,6.7680
33.44,7.1968
33.46,7.3646
33.48,7.9599
33.5,10.8116
33.52,12.9334
33.54,13.3131
33.56,13.7555
33.58,14.1834
33.6,14.2091
33.62,14.5852
33.64,14.6423
33.66,15.5131
33.68,15.5861
33.7,15.5939
33.72,15.3554
33.74,14.3393
33.76,14.1202
33.78,13.4244
33.8,12.7857
33.82,12.3980
33.84,12.4811
33.86,12.6058
33.88,13.0139
33.9,13.1585
33.92,13.2978
33.94,14.5420
33.96,15.3925
33.98,15.5619
34,16.5722
34.02,16.5629
34.04,16.3231
34.06,16.1103
34.08,15.6714
34.1,14.0625
34.12,13.5932
34.14,12.3689
34.16,11.2084
34.18,10.4338
34.2,10.0334
34.22,10.1706
34.24,10.5765
34.26,12.0773
34.28,13.0402
34.3,14.0124
34.32,13.6718
34.34,13.5381
34.36,12.4903
34.38,12.0043
34.4,11.2422
34.42,11.0995
34.44,11.5414
34.46,11.8935
34.48,12.6042
34.5,12.8911
34.52,12.7422
34.54,12.7526
34.56,13.7207
34.58,14.5096
34.6,14.9073
34.62,14.2097
34.64,13.4429
34.66,11.6641
34.68,11.5542
34.7,11.1152
34.72,10.0379
34.74,8.9206
34.76,8.3782
34.78,10.6861
34.8,11.1527
34.82,13.4915
34.84,13.9034
34.86,14.8988
34.88,15.2570
34.9,15.3842
34.92,16.3048
34.94,16.4782
34.96,16.7192
34.98,16.4126
35,16.2555
35.02,15.1770
35.04,14.9386
35.06,13.1209
35.08,10.3350
35.1,8.3951
35.12,8.0211
35.14,8.7256
35.16,10.2080
35.18,12.0134
35.2,13.1687
35.22,13.2907
35.24,13.1499
35.26,12.6653
35.28,12.2344
35.3,11.8997
35.32,12.0336
35.34,12.3520
35.36,12.4445
35.38,12.4738
35.4,13.1928
35.42,13.8687
35.44,15.1675
35.46,17.0453
35.48,17.1120
35.5,16.2977
35.52,16.2326
35.54,16.0452
35.56,16.1963
35.58,16.2680
35.6,16.4092
35.62,16.6648
35.64,16.8708
35.66,16.8781
35.68,16.9769
35.7,16.7920
35.72,16.6986
35.74,15.8251
35.76,14.9743
35.78,14.7689
35.8,13.6056
35.82,12.0543
35.84,10.3163
35.86,7.3558
35.88,7.1701
35.9,9.5642
35.92,11.4521
35.94,11.1795
35.96,11.0860
35.98,11.1712
36,11.4733
36.02,12.4474
36.04,12.5986
36.06,14.4308
36.08,14.6582
36.1,15.3669
36.12,15.3968
36.14,14.5944
36.16,13.1909
36.18,11.2440
36.2,0.0000
36.22,6.0109
36.24,7.7888
36.26,9.8522
36.28,11.0510
36.3,11.6726
36.32,12.2510
36.34,12.8807
36.36,13.6713
36.38,13.9377
36.4,13.8947
36.42,13.5380
36.44,12.9916
36.46,12.1805
36.48,11.7987
36.5,11.8751
36.52,14.5610
36.54,14.7628
36.56,15.0900
36.58,15.5075
36.6,15.6691
36.62,15.4112
36.64,13.7342
36.66,13.5954
36.68,13.0143
36.7,11.6778
36.72,11.7537
36.74,12.7968
36.76,14.6563
36.78,15.3465
36.8,16.2463
36.82,16.3349
36.84,16.1811
36.86,15.6832
36.88,14.9453
36.9,13.0992
36.92,10.8465
36.94,10.7773
36.96,12.5778
36.98,12.7848
37,11.7493
37.02,10.3180
37.04,9.6080
37.06,10.3044
37.08,11.9258
37.1,13.1883
37.12,14.1478
37.14,14.2900
37.16,14.3532
37.18,14.6855
37.2,14.7515
37.22,16.4634
37.24,16.7487
37.26,18.4713
37.28,18.9719
37.3,19.0186
37.32,18.7127
37.34,18.0081
37.36,16.7150
37.38,15.8381
37.4,15.9542
37.42,15.6487
37.44,14.1674
37.46,12.4122
37.48,9.5503
37.5,7.8645
37.52,6.5620
37.54,5.8606
37.56,5.8654
37.58,6.7639
37.6,7.7706
37.62,7.7291
37.64,7.6454
37.66,8.2947
37.68,9.5157
37.7,11.7081
37.72,13.1728
37.74,14.6396
37.76,14.9307
37.78,14.5241
37.8,13.5786
37.82,12.2896
37.84,11.2516
37.86,10.3256
37.88,10.2779
37.9,10.1459
37.92,9.7735
37.94,8.4439
37.96,6.8516
37.98,5.8985
38,4.1286
38.02,4.0762
38.04,3.9959
38.06,3.9485
38.08,3.3575
38.1,2.9316
38.12,2.8801
38.14,2.6061
38.16,2.5198
38.18,2.5531
38.2,2.6523
38.22,2.5293
38.24,2.4997
38.26,2.5288
38.28,2.6244
38.3,3.0615
38.32,3.7155
38.34,4.6547
38.36,4.6327
38.38,3.9649
38.4,3.8006
38.42,4.1501
38.44,4.3282
38.46,4.0565
38.48,3.7828
38.5,3.3243
38.52,2.8324
38.54,2.4315
38.56,2.4759
38.58,2.6844
38.6,3.3111
38.62,5.0225
38.64,6.6649
38.66,7.6789
38.68,7.3542
38.7,6.7725
38.72,6.2739
38.74,6.4687
38.76,6.1475
38.78,5.2084
38.8,4.3499
38.82,3.3578
38.84,3.8922
38.86,4.1750
38.88,4.1166
38.9,4.1472
38.92,4.1544
38.94,4.3864
38.96,4.2600
38.98,3.9731
39,3.4652
39.02,3.0778
39.04,0.0000
39.06,2.0428
39.08,2.2827
39.1,2.9085
39.12,2.9290
39.14,2.8789
39.16,2.4683
39.18,1.9838
39.2,1.7947
39.22,1.7279
39.24,1.7897
39.26,1.8477
39.28,1.9821
39.3,2.2809
39.32,2.4959
39.34,3.0570
39.36,4.1005
39.38,4.5345
39.4,4.3321
39.42,3.8112
39.44,3.4170
39.46,3.7097
39.48,3.9970
39.5,4.3709
39.52,4.2610
39.54,4.1708
39.56,4.9178
39.58,5.9286
39.6,6.7188
39.62,6.9720
39.64,7.5575
39.66,7.6390
39.68,8.1558
39.7,9.0051
39.72,9.9024
39.74,9.8596
39.76,9.4494
39.78,8.4369
39.8,6.8818
39.82,6.4365
39.84,5.3419
39.86,4.1685
39.88,3.7144
39.9,3.8929
39.92,4.1502
39.94,4.5853
39.96,5.6569
39.98,6.9070
40,7.4036
40.02,7.7636
40.04,7.7485
40.06,8.2513
40.08,8.4283
40.1,9.6313
40.12,9.8305
40.14,9.8270
40.16,9.5325
40.18,9.2579
40.2,9.0510
40.22,9.7185
40.24,11.2017
40.26,12.2165
40.28,12.6187
40.3,12.5992
40.32,12.5881
40.34,12.3493
40.36,11.7330
40.38,11.5569
40.4,11.0638
40.42,10.5923
40.44,10.2596
40.46,9.7493
40.48,9.2845
40.5,8.4994
40.52,6.5230
40.54,5.4348
40.56,4.2996
40.58,3.5985
40.6,3.7391
40.62,5.3759
40.64,9.6506
40.66,10.9392
40.68,9.9477
40.7,8.4849
40.72,8.5240
40.74,9.6191
40.76,10.8433
40.78,11.8144
40.8,13.1861
40.82,13.2980
40.84,13.5283
40.86,14.4803
40.88,14.6812
40.9,14.8395
40.92,14.9191
40.94,14.7834
40.96,14.6223
40.98,14.6419
41,14.5495
41.02,13.6963
41.04,13.5623
41.06,12.8879
41.08,12.3842
41.1,12.0811
41.12,10.1882
41.14,9.7207
41.16,7.0227
41.18,8.4267
41.2,11.5713
41.22,12.2218
41.24,11.1762
41.26,10.8377
41.28,6.6311
41.3,6.3025
41.32,5.2726
41.34,6.1195
41.36,7.3849
41.38,7.5608
41.4,8.3430
41.42,9.0406
41.44,9.1818
41.46,9.6023
41.48,9.1878
41.5,9.2605
41.52,9.7067
41.54,9.9482
41.56,8.0073
41.58,6.9431
41.6,7.9043
41.62,9.2492
41.64,10.4233
41.66,12.4360
41.68,14.7818
41.7,16.0276
41.72,16.8173
41.74,17.2472
41.76,17.0497
41.78,16.2006
41.8,16.0085
41.82,15.3544
41.84,14.2411
41.86,12.0035
41.88,0.0000
41.9,4.9211
41.92,6.1350
41.94,6.7915
41.96,8.4142
41.98,10.0309
42,11.8942
42.02,13.1329
42.04,13.6628
42.06,13.6251
42.08,13.2780
42.1,13.0541
42.12,12.9188
42.14,12.7990
42.16,12.7792
42.18,12.7560
42.2,12.8399
42.22,12.6785
42.24,12.1853
42.26,10.9461
42.28,8.8259
42.3,7.3204
42.32,6.2721
42.34,5.4394
42.36,5.4606
42.38,6.2155
42.4,7.8910
42.42,8.8236
42.44,9.1671
42.46,9.7729
42.48,10.2102
42.5,10.5907
42.52,10.7582
42.54,10.9424
42.56,11.4142
42.58,11.2561
42.6,10.4113
42.62,9.5392
42.64,9.1439
42.66,8.6585
42.68,8.5236
42.7,8.4420
42.72,8.2756
42.74,8.2167
42.76,8.5513
42.78,10.1024
42.8,12.7067
42.82,14.7434
42.84,16.3403
42.86,16.4869
42.88,16.4681
42.9,16.2792
42.92,16.2516
42.94,16.2427
42.96,15.9928
42.98,15.1517
43,14.4862
43.02,13.6537
43.04,13.4096
43.06,12.8542
43.08,7.6126
43.1,7.1451
43.12,5.7304
43.14,4.5450
43.16,4.6616
43.18,5.8081
43.2,6.6423
43.22,7.0570
43.24,6.6261
43.26,6.4837
43.28,5.8061
43.3,4.6826
43.32,3.5166
43.34,2.8777
43.36,2.6412
43.38,2.6515
43.4,2.6585
43.42,2.6282
43.44,2.7115
43.46,2.7603
43.48,3.1293
43.5,3.4021
43.52,3.5794
43.54,4.0792
43.56,5.5549
43.58,7.6534
43.6,7.0817
43.62,5.5848
43.64,4.3925
43.66,3.8198
43.68,3.5923
43.7,3.5616
43.72,3.6635
43.74,3.7406
43.76,3.6083
43.78,3.3924
43.8,3.3494
43.82,3.6900
43.84,4.1126
43.86,4.0089
43.88,3.9510
43.9,4.3638
43.92,4.8042
43.94,4.4006
43.96,3.7754
43.98,3.3340
44,3.1094
44.02,3.1226
44.04,2.9633
44.06,2.8577
44.08,2.8381
44.1,3.3102
44.12,4.0412
44.14,4.2177
44.16,4.1156
44.18,3.8143
44.2,4.3535
44.22,6.7763
44.24,10.0234
44.26,11.4943
44.28,11.9423
44.3,10.8257
44.32,8.4021
44.34,7.2599
44.36,6.8952
44.38,5.6354
44.4,4.9715
44.42,4.6392
44.44,4.2004
44.46,3.8026
44.48,3.2566
44.5,3.0577
44.52,3.4178
44.54,3.6396
44.56,3.5920
44.58,3.3360
44.6,3.1083
44.62,3.0587
44.64,2.9809
44.66,3.0854
44.68,3.3292
44.7,3.5519
44.72,0.0000
44.74,1.6686
44.76,1.5798
44.78,1.5958
44.8,2.6353
44.82,2.8199
44.84,2.4535
44.86,1.7505
44.88,1.9849
44.9,2.3940
44.92,2.4884
44.94,2.3849
44.96,2.1886
44.98,2.6855
45,6.9164
45.02,9.9590
45.04,10.4073
45.06,11.5551
45.08,12.5069
45.1,12.9245
45.12,13.1180
45.14,13.6365
45.16,14.6407
45.18,15.6969
45.2,15.7690
45.22,15.4297
45.24,15.1170
45.26,14.8477
45.28,14.8545
45.3,14.8775
45.32,15.0865
45.34,14.7430
45.36,13.7851
45.38,13.7241
45.4,13.5970
45.42,13.5254
45.44,13.5206
45.46,12.0427
45.48,11.6503
45.5,11.7839
45.52,12.1052
45.54,12.3891
45.56,12.5929
45.58,13.1883
45.6,14.2024
45.62,14.2752
45.64,14.3013
45.66,14.0794
45.68,14.7891
45.7,14.9579
45.72,15.4690
45.74,15.5922
45.76,15.1291
45.78,14.5901
45.8,14.6244
45.82,14.7006
45.84,14.6617
45.86,14.4717
45.88,14.3959
45.9,14.3015
45.92,14.3020
45.94,14.0899
45.96,13.8668
45.98,13.7452
46,13.4361
46.02,13.0562
46.04,12.3825
46.06,12.2220
46.08,11.7538
46.1,12.0044
46.12,12.3489
46.14,12.6573
46.16,12.7740
46.18,13.0718
46.2,12.2091
46.22,11.1704
46.24,9.9292
46.26,8.2962
46.28,7.5121
46.3,7.0034
46.32,6.4685
46.34,6.2675
46.36,5.8291
46.38,5.7674
46.4,5.5937
46.42,5.2464
46.44,4.7788
46.46,4.2879
46.48,3.6277
46.5,3.9688
46.52,3.9081
46.54,3.6875
46.56,3.3909
46.58,2.7524
46.6,2.7057
46.62,2.8438
46.64,3.6254
46.66,4.0671
46.68,4.8430
46.7,4.9532
46.72,5.9073
46.74,6.8938
46.76,8.3009
46.78,8.3789
46.8,9.0365
46.82,9.2512
46.84,9.8927
46.86,10.0476
46.88,10.7989
46.9,11.5300
46.92,12.6536
46.94,12.9333
46.96,12.8162
46.98,12.5987
47,11.7882
47.02,10.2584
47.04,10.0420
47.06,9.6349
47.08,9.9765
47.1,10.4898
47.12,10.5709
47.14,10.8084
47.16,11.6623
47.18,12.6987
47.2,13.2466
47.22,13.6165
47.24,13.3973
47.26,14.0370
47.28,14.1370
47.3,14.7841
47.32,15.0961
47.34,15.1061
47.36,14.9635
47.38,14.3387
47.4,14.3328
47.42,14.1157
47.44,14.1175
47.46,14.2593
47.48,13.8433
47.5,12.9582
47.52,0.0000
47.54,4.4707
47.56,5.8397
47.58,6.9053
47.6,9.4879
47.62,9.7968
47.64,10.9780
47.66,11.9784
47.68,12.4795
47.7,12.5347
47.72,12.8993
47.74,13.1117
47.76,13.1917
47.78,13.2271
47.8,13.1157
47.82,12.7479
47.84,12.7583
47.86,13.4843
47.88,13.7974
47.9,13.8712
47.92,13.3274
47.94,12.3992
47.96,12.2699
47.98,11.7324
48,11.0320
48.02,10.3609
48.04,9.0260
48.06,9.0539
48.08,10.1089
48.1,10.9193
48.12,11.1511
48.14,10.7827
48.16,9.0028
48.18,8.7642
48.2,5.3249
48.22,4.9626
48.24,3.7085
48.26,3.9921
48.28,4.4141
48.3,5.7900
48.32,5.5826
48.34,4.1956
48.36,2.0147
48.38,1.9103
48.4,1.9921
48.42,2.9603
48.44,5.3517
48.46,7.3890
48.48,8.0219
48.5,8.5466
48.52,8.8119
48.54,8.3502
48.56,6.7162
48.58,5.1356
48.6,3.9908
48.62,3.4485
48.64,3.1336
48.66,3.8327
48.68,4.4123
48.7,3.6829
48.72,3.1994
48.74,3.2525
48.76,3.7489
48.78,3.8661
48.8,3.7702
48.82,3.2832
48.84,2.9589
48.86,2.6143
48.88,2.6813
48.9,2.9117
48.92,3.3921
48.94,4.1598
48.96,5.2057
48.98,6.0105
49,7.6557
49.02,10.3235
49.04,13.2103
49.06,14.1989
49.08,13.8036
49.1,13.0452
49.12,12.6320
49.14,13.6477
49.16,15.4927
49.18,16.5054
49.2,17.4935
49.22,19.1180
49.24,20.3594
49.26,20.3139
49.28,20.6627
49.3,20.8516
49.32,20.8193
49.34,21.3634
49.36,21.6974
49.38,22.5923
49.4,22.4396
49.42,21.7473
49.44,20.5869
49.46,19.7715
49.48,19.9072
49.5,20.0677
49.52,20.3859
49.54,19.7456
49.56,19.1431
49.58,18.6131
49.6,18.5441
49.62,18.6677
49.64,18.6846
49.66,18.4704
49.68,18.0425
49.7,17.2342
49.72,16.2247
49.74,15.8182
49.76,16.0344
49.78,16.2383
49.8,16.4267
49.82,15.7590
49.84,15.4157
49.86,15.4265
49.88,15.5017
49.9,15.3030
49.92,14.9961
49.94,14.8455
49.96,15.1021
49.98,15.3653
50,15.3902
50.02,15.3352
50.04,15.2259
50.06,15.5306
50.08,15.7343
50.1,15.7390
50.12,16.5291
50.14,16.6096
50.16,16.4064
50.18,15.7063
50.2,15.4008
50.22,15.3173
50.24,15.0476
50.26,14.6889
50.28,15.1224
50.3,15.2833
50.32,15.4757
50.34,16.2664
50.36,0.0000
50.38,6.0077
50.4,7.8423
50.42,9.3252
50.44,11.1574
50.46,12.0688
50.48,12.6958
50.5,13.1648
50.52,13.6894
50.54,14.0379
50.56,14.8088
50.58,15.6544
50.6,16.0863
50.62,15.9757
50.64,16.0975
50.66,16.2922
50.68,16.3035
50.7,16.2660
50.72,16.3476
50.74,16.2167
50.76,15.5674
50.78,15.6646
50.8,15.6869
50.82,15.8826
50.84,15.6907
50.86,15.7525
50.88,15.9120
50.9,15.9816
50.92,16.2523
50.94,16.4718
50.96,16.9496
50.98,16.8371
51,17.1449
51.02,17.0147
51.04,16.9790
51.06,17.2191
51.08,17.1400
51.1,16.9768
51.12,16.9090
51.14,16.8182
51.16,16.8581
51.18,16.8838
51.2,16.7540
51.22,16.6642
51.24,16.7969
51.26,17.5698
51.28,18.2835
51.3,18.0182
51.32,17.3822
51.34,17.1179
51.36,17.2565
51.38,17.7485
51.4,17.3155
51.42,17.3438
51.44,17.0922
51.46,16.6890
51.48,16.9086
51.5,17.1823
51.52,17.3509
51.54,17.6599
51.56,17.8352
51.58,18.3550
51.6,18.3824
51.62,18.1851
51.64,18.1665
51.66,18.3773
51.68,18.2269
51.7,18.3803
51.72,18.7387
51.74,18.9333
51.76,18.7649
51.78,18.0432
51.8,17.5017
51.82,17.2928
51.84,17.2560
51.86,17.2403
51.88,17.7222
51.9,17.7228
51.92,17.6446
51.94,17.8510
51.96,18.0982
51.98,18.0000
52,18.6367
52.02,18.9659
52.04,18.9300
52.06,18.9092
52.08,19.0909
52.1,19.5268
52.12,19.6293
52.14,18.9678
52.16,18.3291
52.18,18.0905
52.2,18.4018
52.22,18.7883
52.24,18.5222
52.26,18.5646
52.28,18.6856
52.3,18.9534
52.32,18.5540
52.34,17.9536
52.36,16.8170
52.38,16.7944
52.4,15.9631
52.42,13.5884
52.44,10.9718
52.46,10.2156
52.48,11.1879
52.5,12.2916
52.52,13.7871
52.54,14.5213
52.56,15.7978
52.58,17.8619
52.6,18.8688
52.62,19.1737
52.64,18.8667
52.66,18.1629
52.68,18.1771
52.7,18.1200
52.72,18.0398
52.74,18.8744
52.76,19.0525
52.78,19.1733
52.8,18.8965
52.82,18.3743
52.84,18.8819
52.86,18.6319
52.88,19.4462
52.9,18.9725
52.92,18.3496
52.94,17.9438
52.96,16.6427
52.98,17.6006
53,17.5107
53.02,17.9686
53.04,17.8502
53.06,17.5463
53.08,17.0005
53.1,16.1173
53.12,16.0701
53.14,16.2207
53.16,16.5265
53.18,0.0000
53.2,8.6163
53.22,10.5182
53.24,12.1083
53.26,13.2593
53.28,14.2882
53.3,15.9289
53.32,17.0598
53.34,17.1046
53.36,16.7134
53.38,16.2766
53.4,16.4563
53.42,16.6352
53.44,17.0491
53.46,17.4686
53.48,17.0660
53.5,16.6424
53.52,15.9991
53.54,15.5897
53.56,15.5575
53.58,15.4028
53.6,15.2735
53.62,15.0131
53.64,15.1490
53.66,15.2140
53.68,15.2526
53.7,15.2776
53.72,15.2323
53.74,15.4128
53.76,15.5500
53.78,15.3949
53.8,15.0443
53.82,14.6507
53.84,14.3521
53.86,14.4159
53.88,14.6783
53.9,14.6748
53.92,14.9016
53.94,14.9384
53.96,15.0914
53.98,16.1882
54,16.3702
54.02,16.4965
54.04,16.3696
54.06,16.2682
54.08,16.3913
54.1,16.6798
54.12,16.7036
54.14,16.5407
54.16,15.8165
54.18,15.7692
54.2,15.5884
54.22,15.3305
54.24,15.0150
54.26,14.7267
54.28,15.0967
54.3,15.3073
54.32,15.4084
54.34,15.4260
54.36,15.5088
54.38,15.9754
54.4,16.4377
54.42,16.7869
54.44,16.8160
54.46,17.0189
54.48,17.1220
54.5,17.5209
54.52,18.1662
54.54,17.5255
54.56,16.5569
54.58,16.3967
54.6,15.9963
54.62,15.9420
54.64,15.9524
54.66,16.4347
54.68,16.2603
54.7,16.1838
54.72,16.0635
54.74,15.8870
54.76,16.2242
54.78,16.5626
54.8,17.4319
54.82,17.2552
54.84,16.4836
54.86,16.3760
54.88,16.0249
54.9,16.0364
54.92,16.7521
54.94,16.8498
54.96,17.2576
54.98,17.4071
55,17.5684
55.02,17.6913
55.04,17.1184
55.06,16.8058
55.08,16.4411
55.1,16.5459
55.12,16.6531
55.14,17.0942
55.16,17.1967
55.18,17.4763
55.2,17.3126
55.22,17.0501
55.24,17.3182
55.26,17.2049
55.28,17.5132
55.3,17.8761
55.32,17.9893
55.34,17.7357
55.36,17.7107
55.38,17.3804
55.4,17.1106
55.42,16.7044
55.44,16.0261
55.46,15.6544
55.48,15.1945
55.5,15.1387
55.52,15.1391
55.54,15.2267
55.56,15.3752
55.58,15.5341
55.6,15.8826
55.62,16.1344
55.64,16.6505
55.66,17.2252
55.68,17.4117
55.7,17.3378
55.72,16.9336
55.74,16.8341
55.76,16.6033
55.78,16.7322
55.8,16.7151
55.82,17.1532
55.84,17.1972
55.86,17.1784
55.88,17.0285
55.9,16.8056
55.92,16.4792
55.94,16.4986
55.96,16.4329
55.98,16.2747
56,0.0000
56.02,6.2655
56.04,9.0744
56.06,11.5121
56.08,13.3720
56.1,14.7413
56.12,15.8032
56.14,16.0049
56.16,15.8078
56.18,15.9158
56.2,16.2901
56.22,16.2980
56.24,16.4357
56.26,16.1230
56.28,15.8781
56.3,15.9547
56.32,15.8808
56.34,15.8984
56.36,15.5942
56.38,15.2902
56.4,14.9489
56.42,14.9392
56.44,14.9400
56.46,15.4531
56.48,15.9134
56.5,16.0573
56.52,16.2672
56.54,16.3588
56.56,16.7949
56.58,17.0875
56.6,17.2846
56.62,16.9028
56.64,16.3431
56.66,15.6455
56.68,15.2500
56.7,14.7174
56.72,14.7437
56.74,15.3392
56.76,15.9599
56.78,16.6909
56.8,17.1892
56.82,17.1045
56.84,16.9004
56.86,16.6939
56.88,16.5311
56.9,16.3854
56.92,16.1125
56.94,15.9059
56.96,15.7955
56.98,15.8033
57,15.8227
57.02,16.0536
57.04,16.5597
57.06,16.9120
57.08,17.0887
57.1,17.2674
57.12,17.0435
57.14,16.1854
57.16,15.6024
57.18,15.0391
57.2,14.9694
57.22,15.0458
57.24,15.2840
57.26,15.4579
57.28,15.3527
57.3,15.5173
57.32,15.8241
57.34,15.9213
57.36,16.0995
57.38,16.4818
57.4,16.6633
57.42,16.7087
57.44,16.4919
57.46,16.3047
57.48,16.3404
57.5,16.3682
57.52,16.1789
57.54,15.5230
57.56,14.6348
57.58,14.2459
57.6,13.9026
57.62,14.0528
57.64,14.5932
57.66,15.4153
57.68,16.0139
57.7,16.2840
57.72,16.5677
57.74,16.8555
57.76,16.9759
57.78,16.8317
57.8,16.7123
57.82,16.1770
57.84,15.7712
57.86,15.8019
57.88,16.1113
57.9,15.9836
57.92,15.9104
57.94,15.8870
57.96,15.9398
57.98,16.6354
58,16.8621
58.02,16.7193
58.04,16.9788
58.06,16.8897
58.08,17.3687
58.1,17.3030
58.12,16.9834
58.14,16.4423
58.16,16.5033
58.18,17.4373
58.2,17.5167
58.22,17.9675
58.24,17.9109
58.26,17.6875
58.28,18.0279
58.3,18.1045
58.32,18.4563
58.34,17.9543
58.36,17.4712
58.38,17.2579
58.4,17.3647
58.42,17.4422
58.44,17.9462
58.46,18.1528
58.48,18.2796
58.5,18.3705
58.52,18.7396
58.54,18.9351
58.56,18.7086
58.58,17.6040
58.6,17.6136
58.62,17.0020
58.64,16.4800
58.66,15.9946
58.68,15.7310
58.7,15.4232
58.72,15.2573
58.74,15.0900
58.76,15.3228
58.78,15.3645
58.8,15.8343
58.82,15.8362
58.84,0.0000
58.86,5.1828
58.88,7.4284
58.9,8.9719
58.92,10.7560
58.94,12.0395
58.96,13.3374
58.98,14.4526
59,14.6509
59.02,15.1789
59.04,15.7648
59.06,16.0452
59.08,16.2160
59.1,15.8004
59.12,15.4752
59.14,15.1841
59.16,15.2285
59.18,15.1783
59.2,15.1471
59.22,14.8170
59.24,14.7198
59.26,14.3921
59.28,14.3493
59.3,15.1155
59.32,15.3746
59.34,15.3619
59.36,15.4886
59.38,15.4322
59.4,15.2992
59.42,14.5431
59.44,14.2955
59.46,15.2985
59.48,16.9607
59.5,18.0126
59.52,17.6109
59.54,15.0639
59.56,12.7613
59.58,10.5424
59.6,9.2024
59.62,7.7292
59.64,7.0265
59.66,6.6685
59.68,7.1355
59.7,7.5577
59.72,7.9273
59.74,8.5763
59.76,8.5923
59.78,8.7264
59.8,8.4021
59.82,7.7850
59.84,7.3793
59.86,6.8832
59.88,6.6592
59.9,6.6992
59.92,6.7709
59.94,6.8145
59.96,6.7848
59.98,6.1451
60,6.0407
60.02,5.7813
60.04,5.6765
60.06,5.4859
60.08,5.5248
60.1,5.6410
60.12,5.3869
60.14,4.7626
60.16,4.6991
60.18,4.6308
60.2,4.7260
60.22,4.9537
60.24,4.8323
60.26,5.0072
60.28,5.3672
60.3,5.3398
60.32,5.0199
60.34,4.7776
60.36,4.7662
60.38,4.5917
60.4,4.2537
60.42,3.8566
60.44,4.0511
60.46,4.1056
60.48,4.2321
60.5,4.1864
60.52,3.9340
60.54,3.6452
60.56,3.5309
60.58,3.5991
60.6,3.6030
60.62,3.3853
60.64,3.6862
60.66,3.7281
60.68,4.0052
60.7,3.8245
60.72,3.4556
60.74,3.1784
60.76,3.3142
60.78,3.4153
60.8,3.5574
60.82,3.4835
60.84,3.4968
60.86,3.5687
60.88,3.4207
60.9,3.1531
60.92,3.1441
60.94,3.0842
60.96,2.9797
60.98,2.9600
61,2.8032
61.02,2.8813
61.04,2.9089
61.06,2.9754
61.08,2.9350
61.1,3.1943
61.12,3.2549
61.14,3.6659
61.16,3.6729
61.18,3.3402
61.2,3.3329
61.22,3.9070
61.24,4.1481
61.26,4.9132
61.28,5.2017
61.3,5.5260
61.32,5.7691
61.34,5.6680
61.36,5.4020
61.38,4.9611
61.4,4.5476
61.42,4.1393
61.44,4.1686
61.46,4.2470
61.48,4.1278
61.5,4.0700
61.52,4.1561
61.54,4.0916
61.56,3.7786
61.58,3.6182
61.6,3.5760
61.62,3.4528
61.64,3.3350
61.66,3.2278
61.68,0.0000
61.7,2.0478
61.72,2.1001
61.74,2.0403
61.76,2.3531
61.78,2.3989
61.8,2.5782
61.82,2.7411
61.84,3.1031
61.86,3.0792
61.88,2.9608
61.9,2.6935
61.92,2.8267
61.94,2.8878
61.96,3.0569
61.98,3.2488
62,3.3344
62.02,3.2267
62.04,2.8889
62.06,2.9015
62.08,2.8250
62.1,2.7573
62.12,2.5380
62.14,2.3943
62.16,2.8098
62.18,4.3103
62.2,7.1642
62.22,10.3333
62.24,10.7337
62.26,12.1908
62.28,12.9327
62.3,13.3129
62.32,10.0213
62.34,8.9510
62.36,6.9132
62.38,4.8845
