Depth (m),qc (MPa)
93.6,3.5950
93.62,3.4737
93.64,3.2676
93.66,3.2349
93.68,3.1607
93.7,2.9011
93.72,2.8993
93.74,2.8933
93.76,2.6925
93.78,3.3560
93.8,4.3164
93.82,6.6848
93.84,7.8325
93.86,6.9264
93.88,6.3324
93.9,5.1261
93.92,5.7902
93.94,7.6707
93.96,8.0969
93.98,11.0152
94,15.1777
94.02,20.4966
94.04,24.7666
94.06,27.4159
94.08,27.3463
94.1,28.4504
94.12,30.3865
94.14,30.0601
94.16,27.7296
94.18,21.5409
94.2,20.4403
94.22,17.1122
94.24,10.7228
94.26,4.6051
94.28,0.0000
94.3,2.9000
94.32,3.2572
94.34,3.7232
94.36,4.0615
94.38,4.9518
94.4,5.0277
94.42,5.4889
94.44,6.3864
94.46,12.9900
94.48,19.0039
94.5,24.0782
94.52,27.0100
94.54,28.3721
94.56,28.3228
94.58,25.6850
94.6,16.8035
94.62,10.1885
94.64,7.4466
94.66,5.1137
94.68,4.6334
94.7,4.3276
94.72,4.4648
94.74,6.7654
94.76,8.5363
94.78,8.5330
94.8,6.8358
94.82,4.6057
94.84,4.1083
94.86,4.1884
94.88,4.7241
94.9,7.8240
94.92,11.7441
94.94,15.6251
94.96,18.9964
94.98,20.4087
95,20.7612
95.02,19.0358
95.04,11.9873
95.06,6.3317
95.08,6.5949
95.1,8.9319
95.12,9.7012
95.14,8.7007
95.16,7.3437
95.18,9.7462
95.2,15.1830
95.22,18.2442
95.24,18.0180
95.26,13.0119
95.28,8.8453
95.3,6.2029
95.32,6.4111
95.34,6.1929
95.36,5.6677
95.38,7.1160
95.4,8.8771
95.42,9.3424
95.44,8.8763
95.46,7.9522
95.48,6.3036
95.5,5.4049
95.52,5.1380
95.54,6.0704
95.56,6.7441
95.58,7.1946
95.6,7.0601
95.62,6.9794
95.64,9.1732
95.66,9.9566
95.68,9.1543
95.7,5.9669
95.72,5.7097
95.74,9.6212
95.76,16.5665
95.78,20.5359
95.8,21.6054
95.82,24.5509
95.84,26.4002
95.86,28.9516
95.88,30.0451
95.9,29.7688
95.92,29.1906
95.94,27.0239
95.96,21.9711
95.98,24.9386
96,24.4074
96.02,20.5101
96.04,11.3654
96.06,12.0943
96.08,16.1504
96.1,22.1474
96.12,25.6575
96.14,26.4286
96.16,27.0653
96.18,28.6924
96.2,30.0652
96.22,32.6907
96.24,36.0328
96.26,37.1085
96.28,37.8427
96.3,36.6584
96.32,36.6216
96.34,37.5355
96.36,38.9077
96.38,38.2768
96.4,37.0735
96.42,37.0316
96.44,38.1431
96.46,40.4235
96.48,41.8399
96.5,41.9350
96.52,39.6237
96.54,40.0312
96.56,41.0655
96.58,42.4503
96.6,40.6287
96.62,38.6933
96.64,38.1427
96.66,38.7643
96.68,40.3758
96.7,37.7829
96.72,28.1054
96.74,23.5931
96.76,28.6322
96.78,28.9493
96.8,28.6855
96.82,30.3929
96.84,32.0921
96.86,29.5410
96.88,24.4564
96.9,14.0995
96.92,17.3816
96.94,21.0330
96.96,29.7191
96.98,32.1320
97,30.5080
97.02,30.8388
97.04,32.7704
97.06,0.0000
97.08,4.1984
97.1,9.5434
97.12,12.8966
97.14,12.3584
97.16,10.1575
97.18,10.2761
97.2,13.6498
97.22,17.7102
97.24,18.5840
97.26,22.4733
97.28,25.8648
97.3,31.8219
97.32,37.7385
97.34,38.3782
97.36,34.0434
97.38,31.6481
97.4,23.0945
97.42,14.7501
97.44,11.3962
97.46,12.2079
97.48,15.9159
97.5,23.3930
97.52,27.6703
97.54,30.8858
97.56,34.1613
97.58,36.4384
97.6,39.7972
97.62,42.0023
97.64,41.9808
97.66,41.3319
97.68,41.9278
97.7,42.6555
97.72,43.5372
97.74,45.0566
97.76,45.5452
97.78,47.7210
97.8,48.1372
97.82,50.0031
97.84,50.2500
97.86,49.9618
97.88,47.8615
97.9,37.9302
97.92,15.2106
97.94,15.2255
97.96,15.7859
97.98,17.7114
98,19.2158
98.02,20.3037
98.04,25.7573
98.06,26.6681
98.08,27.3915
98.1,28.3471
98.12,29.5266
98.14,29.6955
98.16,29.7000
98.18,31.2710
98.2,31.9868
98.22,34.3676
98.24,36.7884
98.26,40.5425
98.28,40.8471
98.3,40.4394
98.32,45.5326
98.34,46.2756
98.36,48.0996
98.38,49.1341
98.4,47.5830
98.42,49.1564
98.44,55.5188
98.46,55.7177
98.48,55.3934
98.5,0.0000
98.52,5.4407
98.54,7.1309
98.56,7.8368
98.58,9.8508
98.6,17.9668
98.62,24.0629
98.64,23.6140
98.66,17.4930
98.68,13.8913
98.7,10.6170
98.72,7.3204
98.74,5.4525
98.76,4.9557
98.78,9.2077
98.8,14.8583
98.82,21.6696
98.84,26.8854
98.86,36.7481
98.88,38.0464
98.9,42.5031
98.92,44.2918
98.94,44.4453
98.96,44.9007
98.98,45.8235
99,47.5708
99.02,50.6494
99.04,51.6349
99.06,51.6761
99.08,50.8891
99.1,51.1802
99.12,52.9736
99.14,53.2381
99.16,53.2235
99.18,54.0682
99.2,51.5615
99.22,53.0270
99.24,54.6442
99.26,57.6884
99.28,58.8015
99.3,59.6240
99.32,58.0293
